content,meta,ort,region,years,split_nr
7 Bibliotekets driftskostnad per invånare ligger på 363 kr medan riksgenomsnittet är 420 kr per invånare.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 22}",Södertälje,Stockholm,2020–2023,22
"Kungliga biblioteket, biblioteksstatistik 2016, http://biblioteksstatistik.blogg.kb.se/ Kungliga biblioteket, biblioteksstatistik 2016, http://biblioteksstatistik.blogg.kb.se/","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 23}",Södertälje,Stockholm,2020–2023,23
Rapport | Biblioteksplan | 20171122 | Södertälje kommun | Kommunstyrelsens kontor   Vision och verksamhetsidé för folkbiblioteken  ”Biblioteket i Södertälje gör skillnad för medborgarna.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Södertälje,Stockholm,2020–2023,0
"Biblioteket i Södertälje gör skillnad för samhället.” För vem  Bibliotek är till för alla och för allas möjligheter att öppna dörrarna till läsupplevelse, kunskap och kulturella upplevelser – för dem som redan idag har hittat till biblioteket och för dem som inte än har hittat dit.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Södertälje,Stockholm,2020–2023,1
Besökarna är en brokig skara med olika syften kring sitt besök.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Södertälje,Stockholm,2020–2023,2
Hit kommer likväl besökare som har behov av bibliotekens tjänster som de som önskar vistas i en offentlig miljö med låga trösklar.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Södertälje,Stockholm,2020–2023,3
"Vad  Biblioteken ska vara nyfikna, föränderliga och flexibla i arbetet med sin utveckling utifrån ett tydligt besökarperspektiv.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Södertälje,Stockholm,2020–2023,4
"Biblioteken ska erbjuda biblioteksverksamhet och mötesplatser och ge möjligheter till kunskapsinhämtning, lustfylld läsning, lärande och delaktighet i kulturlivet.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Södertälje,Stockholm,2020–2023,5
En plats där alla välkomnas utan krav på konsumtion.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Södertälje,Stockholm,2020–2023,6
"Varför  Biblioteken har en viktig roll i det demokratiska samhället, här erbjuds möjligheten att på sina egna villkor uppnå sin fulla potential.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Södertälje,Stockholm,2020–2023,7
Här kan alla mötas på en neutral plats för att ges möjlighet att vara delaktiga i det demokratiska samhället.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Södertälje,Stockholm,2020–2023,8
"Biblioteket ska  erbjuda en verksamhet och ett bestånd som inspirerar och utmanar, som ger bibliotekens besökare, de som redan idag har hittat till oss och de som biblioteken inte har lyckats nå, möjlighet att uppnå sin fulla potential genom rätten till kunskap, folkbildning och utveckling för att ges möjlighet att vara delaktig i det demokratiska samhället med respekt för varandras mångfald och åsikter.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Södertälje,Stockholm,2020–2023,9
"Utvecklingsområden  Bibliotekens verksamhet och aktiviteter har under lång tid breddats, utökats och fördjupats i takt med samhällsutvecklingen.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Södertälje,Stockholm,2020–2023,10
I takt med att samhället förändras behöver folkbiblioteken kontinuerligt se över sin roll och kompetens.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Södertälje,Stockholm,2020–2023,11
Biblioteken ser därför följande utvecklingsområden:       Utveckla nya metoder och arbetssätt inom folkbiblioteksverksamheten Utveckla och etablera fler folkbiblioteksverksamheter i Södertälje Utveckla biblioteken i kommundelarna utifrån lokalsamhällets behov Utveckla målgruppsinriktad verksamhet inom folkbiblioteken Etablera ett kulturnav centralt i Södertälje i samverkan med andra aktörer,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Södertälje,Stockholm,2020–2023,12
"Rapport | Biblioteksplan | 20171122 | Södertälje kommun | Kommunstyrelsens kontor   Skolbiblioteken i Södertälje Enligt 2 kap. 36 § skollagen (2010:800) ska eleverna i grundskolan, grundsärskolan, specialskolan, sameskolan, gymnasieskolan och gymnasiesärskolan ha tillgång till skolbibliotek.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Södertälje,Stockholm,2020–2023,0
I december år 2011 beslutade utbildningsnämnden i Södertälje att Skolinspektionens riktlinjer ska ligga till grund för de kommunala skolornas anordnande av skolbibliotek.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Södertälje,Stockholm,2020–2023,1
Riktlinjerna är baserade på skollagen.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Södertälje,Stockholm,2020–2023,2
Skolinspektionen ställer följande krav på skolbibliotek: 1.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Södertälje,Stockholm,2020–2023,3
Elever ska ha tillgång till ett skolbibliotek i den egna skolenhetens lokaler eller på rimligt avstånd från skolan som gör det möjligt att kontinuerligt använda biblioteket som en del av elevernas utbildning för att bidra till att nå målen för denna.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Södertälje,Stockholm,2020–2023,4
2.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Södertälje,Stockholm,2020–2023,5
"Skolbiblioteket omfattar böcker, facklitteratur och skönlitteratur, informationsteknik och andra medier.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Södertälje,Stockholm,2020–2023,6
3.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Södertälje,Stockholm,2020–2023,7
Skolbiblioteket är anpassat till elevernas behov för att främja språkutveckling och stimulera till läsning.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Södertälje,Stockholm,2020–2023,8
"Riktlinjer för skolbiblioteken  Mot bakgrund av detta har utbildningskontoret arbetat fram följande riktlinjer som ska vägleda och stödja skolorna i arbetet med att utforma och utveckla skolbiblioteken (20150306): Skolbibliotekets innehåll   Skolbiblioteket ska vara tillgängligt, vilket innebär fysisk närhet och regelbundna öppettider I skolbiblioteket ska finnas relevant och aktuell allmänlitteratur samt läromedel i digital eller fysisk form  Skolbibliotekets bemanning   Personal med kompetens för ändamålet ska ansvara för skolbiblioteket Personalen ska ha god litteraturkännedom Personalen ska delta i utbildningskontorets nätverk för bibliotekspersonal  Skolbibliotekets roll   Att främja elevernas läslust och lust att lära Att erbjuda möjligheter att skapa och använda information Att med hjälpmedel stödja elever med särskilda behov  Strategiskt arbete och styrning av skolbiblioteket   Skolan ska upprätta en strategisk plan för att definiera skolbibliotekets roll Skolan ska ge skolbibliotekspersonalen ett tydligt uppdrag Skolan ska skapa förutsättningar för samarbete mellan skolbibliotekspersonal och pedagogisk personal Skolan ska säkerställa att dokumentation och utvärdering av skolbibliotekets aktiviteter sker samt följa upp mål och handlingsplaner","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Södertälje,Stockholm,2020–2023,9
Rapport | Biblioteksplan | 20171122 | Södertälje kommun | Kommunstyrelsens kontor   Nulägesbeskrivning av skolbiblioteken  I Södertälje finns totalt 17 kommunala grundskolor och fem kommunala gymnasieskolor.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Södertälje,Stockholm,2020–2023,0
Kommunen ansvarar inte för de fristående skolorna utan dessa skolor svarar närmast till Skolinspektionen.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Södertälje,Stockholm,2020–2023,1
"Skolbibliotek kan och ska vara en del av skolans arbete mot högre måluppfyllelse, eftersom det bidrar med kompetens och kunskap som annars kanske inte tillgodoses.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Södertälje,Stockholm,2020–2023,2
"I Södertäljes kommunala grundskolor har resultaten förbättrats under många år, både behörigheten till gymnasiet och meritvärde.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Södertälje,Stockholm,2020–2023,3
"Men nationellt och i Södertälje finns tendenser som visar en sämre läsförståelse, vilket stärker bibliotekens betydelse.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Södertälje,Stockholm,2020–2023,4
Samtliga kommunala grundskolor och gymnasieskolor i Södertälje kommun har en lokal som fungerar som skolbibliotek i skolbyggnaden.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Södertälje,Stockholm,2020–2023,5
I vissa fall är skolbiblioteket kombinerat med till exempel ett mediatek.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Södertälje,Stockholm,2020–2023,6
"Enhörna, Mölnbo och Hölö har kombinerade skol och folkbibliotek som är placerade i skolorna.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Södertälje,Stockholm,2020–2023,7
Samtliga skolor har bibliotekspersonal anställd på hel eller deltid (40100 %) som bemannar skolbiblioteket.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Södertälje,Stockholm,2020–2023,8
Majoriteten av skolbibliotekspersonalen har högskoleutbildning och vanligtvis lärar eller biblioteksexamen.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Södertälje,Stockholm,2020–2023,9
Skolbiblioteket och digital kompetens  Skolan kommer behöva ta ställning till hur lärare och elever kan dra nytta av skolbiblioteket och skolbibliotekarierna i skolan och undervisningen i framtiden.8 Idag använder skolorna skolbiblioteket främst som ett komplement till undervisningen i form av att elever och lärare lånar faktaböcker i samband med specifika arbetsområden och att elever lånar skönlitteratur.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Södertälje,Stockholm,2020–2023,10
På de skolor där det finns en anställd bibliotekspedagog sker ofta ett mer strukturerat samarbete och gemensam planering mellan undervisning och bibliotek.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Södertälje,Stockholm,2020–2023,11
I Södertälje finns ett väl utarbetat nätverk där samtlig skolbibliotekspersonal träffas regelbundet för att arbeta med skolbiblioteksutveckling utifrån styrdokumenten.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Södertälje,Stockholm,2020–2023,12
"Skolbibliotekarierna får även ämneskunskapsfortbildning som fokuserar på läsfrämjande, källkritik och samverkan med lärare och övrig skolpersonal.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Södertälje,Stockholm,2020–2023,13
Sedan våren 2016 har arbetet med att ta fram strategiska planer för skolbiblioteken på samtliga skolor påbörjats.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Södertälje,Stockholm,2020–2023,14
"Enligt en analys som genomförts av OECD (Organisation for Economic Cooperation and Development) som bygger på resultat från PISA 2012, konstateras att en god tillgång till medier och it i skolan inte är någon garanti för att undervisningen har förändrats utifrån den digitala utvecklingen.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Södertälje,Stockholm,2020–2023,15
De som har goda resultat vad gäller digital läsförmåga och matematisk problemlösning med hjälp av it är de som tänkt om vad gäller lärandet och använder undervisningsmetoder som drar nytta av tekniken.9 De senaste åren har digitaliseringen i skolan uppmärksammats på nationell nivå.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Södertälje,Stockholm,2020–2023,16
I oktober 2017 antog regeringen en nationell digitaliseringsstrategi för skolväsendet som ska gälla från förskolan till vuxenutbildningen.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Södertälje,Stockholm,2020–2023,17
Syftet är att stärka barn och elevers digitala kompetens och innovativa förmåga.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Södertälje,Stockholm,2020–2023,18
"Den femte statsmakten – Bibliotekets roll för demokrati, utbildning, tillgänglighet och digitalisering.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Södertälje,Stockholm,2020–2023,19
Kap. 9 Skolbiblioteken.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 20}",Södertälje,Stockholm,2020–2023,20
Kungliga biblioteket.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 21}",Södertälje,Stockholm,2020–2023,21
Nationell biblioteksstrategi.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 22}",Södertälje,Stockholm,2020–2023,22
2017.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 23}",Södertälje,Stockholm,2020–2023,23
"Students, Computers and Learning: Making the Connection.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 24}",Södertälje,Stockholm,2020–2023,24
Paris: OECD.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 25}",Södertälje,Stockholm,2020–2023,25
2015.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 26}",Södertälje,Stockholm,2020–2023,26
"Rapport | Biblioteksplan | 20171122 | Södertälje kommun | Kommunstyrelsens kontor   Statens medieråd har tagit fram material angående MIK (Medie och informationskunnighet) som vänder sig till skolor, skolbibliotek, folkbibliotek, lärare och andra vuxna som agerar i barns närhet.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Södertälje,Stockholm,2020–2023,0
"MIK handlar om att förstå mediers roll i samhället, finna, analysera och kritiskt värdera information och att själv kunna uttrycka sig och skapa innehåll i olika medier.10 Skolverket har tagit fram stödmaterialet ”Kolla källan” som vänder sig till förskolor och skolor som kan användas av lärare och elever.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Södertälje,Stockholm,2020–2023,1
Materialet ger kunskap i källkritik och informationssökning på nätet och i sociala medier.11 För att utveckla arbetet med digitaliseringen genomförs en rad kompetensutvecklingsinsatser inom den kommunala utbildningsverksamheten i Södertälje där skolbiblioteken ingår som en självklar del.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Södertälje,Stockholm,2020–2023,2
Fokus för arbetet under de närmsta åren för skolbiblioteksutvecklingen är kritisk användning av nätet samt medie och informationskunnighet.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Södertälje,Stockholm,2020–2023,3
Det är viktigt att denna satsning sker i samverkan med andra yrkesgrupper på skolorna för att få en god genomslagskraft.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Södertälje,Stockholm,2020–2023,4
Statens medieråd  Skolverket https://www.skolverket.se/skolutveckling/resurserforlarande/kollakallan,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Södertälje,Stockholm,2020–2023,5
Rapport | Biblioteksplan | 20171122 | Södertälje kommun | Kommunstyrelsens kontor   Inriktning för och utveckling av biblioteksverksamheten i Södertälje under Nedan redogörs tre målområden med ett antal prioriteringsområden som ska vara vägledande för bibliotekens inriktning och utveckling under biblioteksplanens period år 20182021.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Södertälje,Stockholm,2020–2023,0
"Målområde 1: Delaktighet  Biblioteken ska vara tillgängliga för alla och anpassade till användarnas behov och ska verka för att öka kunskapen om hur informationsteknik kan användas för kunskapsinhämtning, lärande och delaktighet i kulturlivet.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Södertälje,Stockholm,2020–2023,1
"Biblioteken i det allmänna biblioteksväsendet ska ägna särskild uppmärksamhet åt de nationella minoriteterna och personer som har annat modersmål än svenska, bland annat genom att erbjuda litteratur på andra språk än svenska.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Södertälje,Stockholm,2020–2023,2
"Folkbiblioteken ska arbeta för en ökad digital delaktighet genom att i högre grad samverka med föreningar, studieförbund och andra kommunala verksamheter.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Södertälje,Stockholm,2020–2023,3
Folkbiblioteken ska i den egna verksamheten och i samverkan med andra stötta vuxnas formella och informella lärande.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Södertälje,Stockholm,2020–2023,4
"Folkbiblioteken ska stötta medborgarna genom att erbjuda kunskapsinhämtning, utifrån var och ens fulla potential, som bidrar till goda livsvillkor och delaktighet i den demokratiska processen.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Södertälje,Stockholm,2020–2023,5
"För att säkerställa bibliotekens betydelse för det demokratiska samhällets utveckling, roll för kunskapsförmedling och fri åsiktsbildning ska folkbibliotekens kompetens och personal motsvara samhällets och medborgarnas behov.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Södertälje,Stockholm,2020–2023,6
Skolorna bör säkerställa att samtliga elever i de kommunala skolorna ges samma förutsättningar till att främja sin språkutveckling och öka läslusten.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Södertälje,Stockholm,2020–2023,7
"Målområde 2: Barn och unga  Biblioteken ska ägna särskild uppmärksamhet åt barn och ungdomar för att främja deras språkutveckling och stimulera till läsning, bland annat genom att erbjuda litteratur utifrån deras behov och förutsättningar.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Södertälje,Stockholm,2020–2023,8
"För att nå barn och ungdomar behöver folkbiblioteken utveckla nya metoder och arbetssätt utifrån lusten till läsning, exempelvis genom samverkan med bland annat förskola, skola och barnhälsovård.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Södertälje,Stockholm,2020–2023,9
"Folkbiblioteken bör utveckla och vidareutveckla metoder, såsom exempelvis ”Bokstart” för att nå vårdnadshavare då de är avgörande för barnens egen läsförmåga.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Södertälje,Stockholm,2020–2023,10
"Folkbiblioteken ska erbjuda verksamhet utifrån ett barnperspektiv, både i det fysiska rummet, men även inom den digitala arenan.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Södertälje,Stockholm,2020–2023,11
Samtliga elever i de kommunala skolorna ska ges samma förutsättningar till att främja sin språkutveckling och bli stimulerade till läsning via skolbiblioteken och skolbibliotekarierna.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Södertälje,Stockholm,2020–2023,12
Rapport | Biblioteksplan | 20171122 | Södertälje kommun | Kommunstyrelsens kontor   Skolan ska tillsammans med skolbiblioteken och skolbibliotekarierna öka barns och elevers digitala kompetens och innovativa förmåga utifrån IKT (informations och kommunikationsteknologi) och med hjälp av MIK (medie och informationskommunikation) samt Skolverkets utbildningsmaterial.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Södertälje,Stockholm,2020–2023,0
"Samtliga kommunala skolor ska ta fram en konkret strategisk plan för respektive skolbibliotek för att säkerställa att alla elever i Södertälje får tillgång till skolbiblioteket och dess resurser på ett likvärdigt sätt, från förskoleklass till gymnasiet.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Södertälje,Stockholm,2020–2023,1
"Utbildningskontoret och kultur och fritidskontoret ska se över samverkan för att öka läslusten, främja läsandet och läsförståelsen samt för att bidra till demokratiska medborgare och för att effektivisera resurser.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Södertälje,Stockholm,2020–2023,2
Målområde 3: Tillgänglighet  Biblioteken ska ägna särskild uppmärksamhet åt personer med funktionsvariation bland annat genom att utifrån olika behov och förutsättningar erbjuda litteratur och tekniska hjälpmedel för att kunna ta del av information.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Södertälje,Stockholm,2020–2023,3
"Folkbibliotekens kompetensutveckling för personalen ska ses över utifrån samhällets förändringar så att personalens kompetens och yrkesroll matchar besökarnas behov, förutsättningar och funktionsvariationer.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Södertälje,Stockholm,2020–2023,4
"Folkbibliotekens verksamhet för äldre och personer med funktionsvariationer, samt folkbibliotekens lokaler, ska utvecklas ur ett besökar och tillgänglighetsperspektiv.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Södertälje,Stockholm,2020–2023,5
Möjligheten att erbjuda tekniska hjälpmedel för medborgarna att tillgodogöra sig folkbibliotekens verksamhet bör ses över.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Södertälje,Stockholm,2020–2023,6
Möjligheten till att utnyttja folkbibliotekens tjänster utan att besöka biblioteken fysiskt ska ses över.,"{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Södertälje,Stockholm,2020–2023,7
"Kultur och fritidsnämnden ska i samråd med stadsbyggnadsnämnden och kommundelsnämnderna, göra en utredning av kommunens biblioteksstruktur med förslag till åtgärder som bidrar till bredare tillgång till biblioteksservice samt till stadens långsiktiga utveckling.","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Södertälje,Stockholm,2020–2023,8
"Biblioteksplan för Södertälje kommun 20182021, dnr KS 17/239 Dokumentansvarig: Kultur och fritidskontoret, bibliotekschefen Revideras senast: år 2021","{'ort': 'Södertälje', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Södertälje,Stockholm,2020–2023,9
"PROGRAM/PLAN BIBLIOTEKSPLAN NACKA KOMMUN 2020– Nacka kommun, Program/plan  Diarienummer  Fastställd/senast uppdaterad  Beslutsinstans  Ansvarigt politiskt organ  Ansvarig processägare   Ange datum.","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nacka,Stockholm,2020–2023,0
Ange beslutsinsats.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nacka,Stockholm,2020–2023,1
Ange ansvarigt politiskt organ.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nacka,Stockholm,2020–2023,2
Ange ansvarig processägare.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Nacka,Stockholm,2020–2023,3
Program/Plan  Biblioteksplan Nacka kommun 2020–2023  Biblioteksplan Nacka kommun 2020–2023 Dokumentets syfte Syftet med biblioteksplanen är att ge vägledning för bibliotekens verksamheter.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Nacka,Stockholm,2020–2023,4
Planen fokuserar på bibliotekens användare och på omvärldsfaktorer som kan komma att påverka bibliotekets verksamhet och utveckling.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Nacka,Stockholm,2020–2023,5
Dokumentet gäller för Folkbiblioteksverksamhet i Nacka kommun  Inledning ”Biblioteken i det allmänna biblioteksväsendet ska verka för det demokratiska samhällets utveckling genom att bidra till kunskapsförmedling och fri åsiktsbildning.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Nacka,Stockholm,2020–2023,6
"Biblioteken i det allmänna biblioteksväsendet ska främja litteraturens ställning och intresset för bildning, upplysning, utbildning och forskning samt kulturell verksamhet i övrigt.","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Nacka,Stockholm,2020–2023,7
Biblioteksverksamhet ska finnas tillgänglig för alla”.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Nacka,Stockholm,2020–2023,8
2 § Bibliotekslag (2013:801) Riksdagen har antagit nationella kulturpolitiska mål som vilar på grundläggande demokratiska värderingar med yttrandefriheten som grund och utgångspunkten att alla ska ges möjlighet att delta i kulturlivet.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Nacka,Stockholm,2020–2023,9
"Kulturpolitiken ska bl.a. främja bildning, internationellt och interkulturellt utbyte och samverkan, särskilt uppmärksamma barns och ungas rätt till kultur m.m.","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Nacka,Stockholm,2020–2023,10
"De föreslagna målen för folkbiblioteken har sin utgångspunkt i de nationella målen, bibliotekslagen, Nacka kommuns styrmodell samt Nacka kommuns övergripande kulturpolitiska programförklaring.","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Nacka,Stockholm,2020–2023,11
"Bakgrund Folkbiblioteken har en viktig funktion som fria, neutrala mötesplatser för gemenskap i samhället där medborgarna kostnadsfritt kan låna media och ta del av ett brett informations och kulturutbud på egna villkor, vilket är en av förutsättningarna för en väl fungerande demokrati.","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Nacka,Stockholm,2020–2023,12
"POSTADRESS  BESÖKSADRESS  TELEFON  EPOST  SMS  WEBB  ORG.NUMMER  Nacka kommun, 131 81 Nacka  Stadshuset, Granitvägen 15   info@nacka.se   www.nacka.se","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Nacka,Stockholm,2020–2023,13
"Nacka har i dagsläget sex bibliotek, som ligger strategiskt placerade i Dieselverkstaden, Fisksätra, Nacka Forum, Orminge, Saltsjöbaden och Älta.","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Nacka,Stockholm,2020–2023,0
Fr o m januari 2019 ligger driften av samtliga bibliotek i privat regi.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Nacka,Stockholm,2020–2023,1
Biblioteken ägs av Nacka kommun.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Nacka,Stockholm,2020–2023,2
"De sex biblioteken ligger i kommersiella centrum, vilket är en starkt bidragande orsak till att de har så många besökare.","{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Nacka,Stockholm,2020–2023,3
En av de viktigaste framgångsfaktorerna för biblioteket är placeringen i närsamhället.,"{'ort': 'Nacka', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Nacka,Stockholm,2020–2023,4
